Ort;Plz;Bundesland
Schuckmannshöhe;17328;Mecklenburg-Vorpommern
Schuhegg;83367;Bayern
Schuhlen-Wiese;15910;Brandenburg
Schuld;53520;Rheinland-Pfalz
Schulenberg;18334;Mecklenburg-Vorpommern
Schulenberg;38707;Niedersachsen
Schulenbrook;23972;Mecklenburg-Vorpommern
Schulendorf;21516;Schlewig-Holstein
Schülldorf;24790;Schlewig-Holstein
Schüller;54586;Rheinland-Pfalz
Schülp;24589;Schlewig-Holstein
Schülp;24813;Schlewig-Holstein
Schülp;25764;Schlewig-Holstein
Schülperneuensiel;25764;Schlewig-Holstein
Schulzendorf;15732;Brandenburg
Schulzendorf;16775;Brandenburg
Schummhof;74564;Baden-Württemberg
Schünow;15806;Brandenburg
Schürdt;57632;Rheinland-Pfalz
Schürensöhlen;23847;Schlewig-Holstein
Schurrenhof;73072;Baden-Württemberg
Schurrenhof;73072;Baden-Württemberg
Schuttertal;77978;Baden-Württemberg
Schutterwald;77746;Baden-Württemberg
Schüttorf;48465;Niedersachsen
Schutz;54570;Rheinland-Pfalz
Schütz;83364;Bayern
Schutzbach;57520;Rheinland-Pfalz
Schützberg;6917;Sachsen-Anhalt
Schützenhof;73116;Baden-Württemberg
Schwaan;18258;Mecklenburg-Vorpommern
Schwaara;7554;Thüringen
Schwabach;91126;Bayern
Schwabbruck;86986;Bayern
Schwabeck;14913;Brandenburg
Schwabenheim;55270;Rheinland-Pfalz
Schwaberow;19230;Mecklenburg-Vorpommern
Schwabert;54673;Rheinland-Pfalz
Schwabhausen;85247;Bayern
Schwabhausen;99869;Thüringen
Schwäbisch Gmünd;73525;Baden-Württemberg
Schwäbisch Gmünd;73527;Baden-Württemberg
Schwäbisch Gmünd;73529;Baden-Württemberg
Schwäbisch Hall;74523;Baden-Württemberg
Schwabmünchen;86830;Bayern
Schwabsoien;86987;Bayern
Schwabstedt;25876;Schlewig-Holstein
Schwaförden;27252;Niedersachsen
Schwaig;90571;Bayern
Schwaigen;82445;Bayern
Schwaigern;74193;Baden-Württemberg
Schwaikheim;71409;Baden-Württemberg
Schwalbach;65824;Hessen
Schwalbach;66773;Saarland
Schwalberhof;56332;Rheinland-Pfalz
Schwall;56281;Rheinland-Pfalz
Schwallungen;98590;Thüringen
Schwalmstadt;34613;Hessen
Schwalmtal;36318;Hessen
Schwalmtal;41366;Nordrhein-Westfalen
Schwammgraben;83364;Bayern
Schwanau;77963;Baden-Württemberg
Schwanbeck;17099;Mecklenburg-Vorpommern
Schwandorf;92421;Bayern
Schwanebeck;14806;Brandenburg
Schwanebeck;16341;Brandenburg
Schwanebeck;39397;Sachsen-Anhalt
Schwaneberg;17291;Brandenburg
Schwaneberg;39171;Sachsen-Anhalt
Schwanefeld;39343;Sachsen-Anhalt
Schwanenmühle;66851;Rheinland-Pfalz
Schwanensee;19339;Brandenburg
Schwanewede;28790;Niedersachsen
Schwanfeld;97523;Bayern
Schwangau;87645;Bayern
Schwanheide;19258;Mecklenburg-Vorpommern
Schwanheim;76848;Rheinland-Pfalz
Schwanow;16831;Brandenburg
Schwansee;99195;Thüringen
Schwanstetten;90596;Bayern
Schwante;16727;Brandenburg
Schwarme;27327;Niedersachsen
Schwarmstedt;29690;Niedersachsen
Schwartbuck;24257;Schlewig-Holstein
Schwarz;17252;Mecklenburg-Vorpommern
Schwarz;39240;Sachsen-Anhalt
Schwarza;98547;Thüringen
Schwarzach;74869;Baden-Württemberg
Schwarzach;92548;Bayern
Schwarzach;94374;Bayern
Schwarzach;97359;Bayern
Schwarzbach;1945;Brandenburg
Schwarzbach;7589;Thüringen
Schwarzbach;9306;Sachsen
Schwarzbach;54597;Rheinland-Pfalz
Schwarzbach;98673;Thüringen
Schwarzburg;7427;Thüringen
Schwarze Pumpe;3139;Brandenburg
Schwarzen;55481;Rheinland-Pfalz
Schwarzenbach;92720;Bayern
Schwarzenbach a d Saale;95126;Bayern
Schwarzenbach a Wald;95131;Bayern
Schwarzenbek;21493;Schlewig-Holstein
Schwarzenberg;8340;Sachsen
Schwarzenberg;83364;Bayern
Schwarzenborn;34639;Hessen
Schwarzenborn;54533;Rheinland-Pfalz
Schwarzenbruck;90592;Bayern
Schwarzenfeld;92521;Bayern
Schwarzengraben;67813;Rheinland-Pfalz
Schwarzenhof b Groß Gievitz;17192;Mecklenburg-Vorpommern
Schwarzerden;55629;Rheinland-Pfalz
Schwarzhausen;99891;Thüringen
Schwarzheide;1987;Brandenburg
Schwarzhofen;92447;Bayern
Schwarzholz;39596;Sachsen-Anhalt
Schwarzhöring;94565;Bayern
Schwebheim;97525;Bayern
Schwechow;19230;Mecklenburg-Vorpommern
Schwedelbach;67685;Rheinland-Pfalz
Schwedeneck;24229;Schlewig-Holstein
Schwedt;16303;Brandenburg
Schwegenheim;67365;Rheinland-Pfalz
Schweich;54338;Rheinland-Pfalz
Schweickershausen;98663;Thüringen
Schweigen-Rechtenbach;76889;Rheinland-Pfalz
Schweighausen;56377;Rheinland-Pfalz
Schweighofen;76889;Rheinland-Pfalz
Schweiler;54608;Rheinland-Pfalz
Schweina;36448;Thüringen
Schweinbach;7338;Thüringen
Schweindorf;26556;Niedersachsen
Schweinfurt;97421;Bayern
Schweinfurt;97422;Bayern
Schweinfurt;97424;Bayern
Schweinfurter Haus;97647;Bayern
Schweinitz;6928;Sachsen-Anhalt
Schweinitz;39279;Sachsen-Anhalt
Schweinrich;16909;Brandenburg
Schweinschied;67744;Rheinland-Pfalz
Schweisweiler;67808;Rheinland-Pfalz
Schweitenkirchen;85301;Bayern
Schweix;66957;Rheinland-Pfalz
Schwellhäusl;94227;Bayern
Schwelm;58332;Nordrhein-Westfalen
Schweltholm;24407;Schlewig-Holstein
Schwemsal;6774;Sachsen-Anhalt
Schwenda;6547;Sachsen-Anhalt
Schwendi;88477;Baden-Württemberg
Schwenkenhof;72290;Baden-Württemberg
Schwenningen;72477;Baden-Württemberg
Schwenningen;89443;Bayern
Schwepnitz;1936;Sachsen
Schweppenhausen;55444;Rheinland-Pfalz
Schwerbach;55624;Rheinland-Pfalz
Schwerborn;99195;Thüringen
Schwerborn;99195;Thüringen
Schwerin;15755;Brandenburg
Schwerin;15859;Brandenburg
Schwerin;19053;Mecklenburg-Vorpommern
Schwerin;19055;Mecklenburg-Vorpommern
Schwerin;19057;Mecklenburg-Vorpommern
Schwerin;19059;Mecklenburg-Vorpommern
Schwerin;19061;Mecklenburg-Vorpommern
Schwerin;19063;Mecklenburg-Vorpommern
Schweringen;27333;Niedersachsen
Schweringen Ziegelei;27324;Niedersachsen
Schwerinsburg;17398;Mecklenburg-Vorpommern
Schwerinsdorf;26835;Niedersachsen
Schwerstedt;99439;Thüringen
Schwerstedt;99634;Thüringen
Schwerte;58239;Nordrhein-Westfalen
Schwerte;58239;Nordrhein-Westfalen
Schwerz;6188;Sachsen-Anhalt
Schwerzko;15898;Brandenburg
Schwesing;25813;Schlewig-Holstein
Schwetzingen;68723;Baden-Württemberg
Schwichtenberg;17099;Mecklenburg-Vorpommern
Schwickershausen;98631;Thüringen
Schwieberdingen;71701;Baden-Württemberg
Schwienau;29593;Niedersachsen
Schwiesau;39638;Sachsen-Anhalt
Schwifting;86940;Bayern
Schwindegg;84419;Bayern
Schwinkendorf;17139;Mecklenburg-Vorpommern
Schwirzheim;54597;Rheinland-Pfalz
Schwissel;23795;Schlewig-Holstein
Schwittersdorf;6295;Sachsen-Anhalt
Schwittschau;24887;Schlewig-Holstein
Schwobfeld;37318;Thüringen
Schwollen;55767;Rheinland-Pfalz
Schwörstadt;79739;Baden-Württemberg
Schwülper;38179;Niedersachsen
Sebnitz;1855;Sachsen
Sechzehneichen;16866;Brandenburg
Seck;56479;Rheinland-Pfalz
Seckach;74743;Baden-Württemberg
Seddin;19348;Brandenburg
Seddiner See;14554;Brandenburg
Sedlitz;1968;Brandenburg
Seebach;77889;Baden-Württemberg
Seebach;99846;Thüringen
Seebad Ahlbeck;17419;Mecklenburg-Vorpommern
Seebad Bansin;17429;Mecklenburg-Vorpommern
Seebad Heringsdorf;17424;Mecklenburg-Vorpommern
Seebeck;16835;Brandenburg
Seebenau;29413;Sachsen-Anhalt
Seebergen;99869;Thüringen
Seebruck;83358;Bayern
Seeburg;6317;Sachsen-Anhalt
Seeburg;14476;Brandenburg
Seeburg;37136;Niedersachsen
Seedorf;23823;Schlewig-Holstein
Seedorf;23883;Schlewig-Holstein
Seedorf;27404;Niedersachsen
Seefeld;16356;Brandenburg
Seefeld;16928;Brandenburg
Seefeld;23936;Mecklenburg-Vorpommern
Seefeld;25557;Schlewig-Holstein
Seefeld;82229;Bayern
Seeg;87637;Bayern
Seega;6567;Thüringen
Seegrehna;6888;Sachsen-Anhalt
Seehaus;95686;Bayern
Seehausen;6567;Thüringen
Seehausen;14913;Brandenburg
Seehausen;17291;Brandenburg
Seehausen;39365;Sachsen-Anhalt
Seehausen;39615;Sachsen-Anhalt
Seehausen;82418;Bayern
Seeheim-Jugenheim;64342;Hessen
Seehof;19069;Mecklenburg-Vorpommern
Seekirch;88422;Baden-Württemberg
Seelbach;56377;Rheinland-Pfalz
Seelbach;57577;Rheinland-Pfalz
Seelbach;57632;Rheinland-Pfalz
Seelbach;77960;Baden-Württemberg
Seeleiten;83552;Bayern
Seelen;67744;Rheinland-Pfalz
Seelensdorf;14798;Brandenburg
Seelingstädt;7580;Thüringen
Seelitz;9306;Sachsen
Seelow;15306;Brandenburg
Seelze;30926;Niedersachsen
Seeon;83370;Bayern
Seepoint;84036;Bayern
Seerhausen;1594;Sachsen
Seesbach;55629;Rheinland-Pfalz
Seesen;38723;Niedersachsen
Seeshaupt;82402;Bayern
Seester;25370;Schlewig-Holstein
Seestermühe;25371;Schlewig-Holstein
Seeth;25878;Schlewig-Holstein
Seeth-Ekholt;25337;Schlewig-Holstein
Seethen;39638;Sachsen-Anhalt
Seetz;19357;Brandenburg
Seevetal;21217;Niedersachsen
Seevetal;21218;Niedersachsen
Seevetal;21220;Niedersachsen
Seewald;72297;Baden-Württemberg
Seewiesen;82319;Bayern
Seffern;54636;Rheinland-Pfalz
Sefferweich;54636;Rheinland-Pfalz
Segeletz;16845;Brandenburg
Segeletz Bahnhof;16845;Brandenburg
Seggebruch;31691;Niedersachsen
Seggerde;39356;Sachsen-Anhalt
Segnitz;97340;Bayern
Sehestedt;24814;Schlewig-Holstein
Sehlde;38279;Niedersachsen
Sehlem;31196;Niedersachsen
Sehlem;54518;Rheinland-Pfalz
Sehlen;18528;Mecklenburg-Vorpommern
Sehmatal-Cranzahl;9465;Sachsen
Sehmatal-Neudorf;9465;Sachsen
Sehmatal-Sehma;9465;Sachsen
Sehnde;31319;Niedersachsen
Seibersbach;55444;Rheinland-Pfalz
Seibis;7366;Thüringen
Seidewitz;4668;Sachsen
Seidingstadt;98646;Thüringen
Seifartsdorf;7613;Thüringen
Seifen;57632;Rheinland-Pfalz
Seifhennersdorf;2782;Sachsen
Seilershof;16775;Brandenburg
Seinsfeld;54655;Rheinland-Pfalz
Seinsheim;97342;Bayern
Seisla;7389;Thüringen
Seitenroda;7768;Thüringen
Seitershof;66917;Rheinland-Pfalz
Seitingen-Oberflacht;78606;Baden-Württemberg
Seiwerath;54597;Rheinland-Pfalz
Selb;95100;Bayern
Selbach;57537;Rheinland-Pfalz
Selbelang;14641;Brandenburg
Selben;4509;Sachsen
Selberting;83379;Bayern
Selbitz;6773;Sachsen-Anhalt
Selbitz;95152;Bayern
Selchenbach;66871;Rheinland-Pfalz
Selchow;15831;Brandenburg
Selchow;15859;Brandenburg
Selent;24238;Schlewig-Holstein
Selfkant;52538;Nordrhein-Westfalen
Seligenstadt;63500;Hessen
Seligweiler;89081;Bayern
Selk;24884;Schlewig-Holstein
Sellendorf;15938;Brandenburg
Sellerich;54608;Rheinland-Pfalz
Sellessen;3130;Brandenburg
Sellin;18586;Mecklenburg-Vorpommern
Sellin;23992;Mecklenburg-Vorpommern
Selm;59379;Nordrhein-Westfalen
Selmsdorf;23923;Mecklenburg-Vorpommern
Selow;18246;Mecklenburg-Vorpommern
Selpin;18195;Mecklenburg-Vorpommern
Selsingen;27446;Niedersachsen
Seltendorf;96528;Thüringen
Selters;56242;Rheinland-Pfalz
Selters;65618;Hessen
Selzen;55278;Rheinland-Pfalz
Sembach;67681;Rheinland-Pfalz
Semlow;18334;Mecklenburg-Vorpommern
Semmenstedt;38327;Niedersachsen
Semmerin;19300;Mecklenburg-Vorpommern
Senden;48308;Nordrhein-Westfalen
Senden;89250;Bayern
Sendenhorst;48324;Nordrhein-Westfalen
Senftenberg;1968;Brandenburg
Senftenhütte;16230;Brandenburg
Sengenthal;92369;Bayern
Sengerich;54619;Rheinland-Pfalz
Senheim;56820;Rheinland-Pfalz
Sennewitz;6193;Sachsen-Anhalt
Sennfeld;97526;Bayern
Sennhütte;36166;Hessen
Sensbachtal;64759;Hessen
Senscheid;53520;Rheinland-Pfalz
Senst;6869;Sachsen-Anhalt
Sensweiler;55758;Rheinland-Pfalz
Senzig;15754;Brandenburg
Senzke;14662;Brandenburg
Serba;7616;Thüringen
Sereetz;23611;Schlewig-Holstein
Sereetzerfeld;23611;Schlewig-Holstein
Sergen;3058;Brandenburg
Serno;6862;Sachsen-Anhalt
Sernow;14913;Brandenburg
Serrig;54455;Rheinland-Pfalz
Sersheim;74372;Baden-Württemberg
Serwest;16230;Brandenburg
Sessenbach;56237;Rheinland-Pfalz
Sessenhausen;56244;Rheinland-Pfalz
Seßlach;96145;Bayern
Seth;23845;Schlewig-Holstein
Settin;19089;Mecklenburg-Vorpommern
Setzin;19230;Mecklenburg-Vorpommern
Setzingen;89129;Baden-Württemberg
Setzsteig;14827;Brandenburg
Seubersdorf;92358;Bayern
Seukendorf;90556;Bayern
Seulingen;37136;Niedersachsen
Seupahn;9306;Sachsen
Sevenig;54617;Rheinland-Pfalz
Sevenig;54673;Rheinland-Pfalz
Severin;19374;Mecklenburg-Vorpommern
Sewekow;16909;Brandenburg
Sexau;79350;Baden-Württemberg
Seybothenreuth;95517;Bayern
Seyda;6918;Sachsen-Anhalt
Sibbesse;31079;Niedersachsen
Sichau;39649;Sachsen-Anhalt
Sickerode;37308;Thüringen
Sickingerhof;67699;Rheinland-Pfalz
Sickte;38173;Niedersachsen
Siebeldingen;76833;Rheinland-Pfalz
Siebenbach;56729;Rheinland-Pfalz
Siebenbäumen;23847;Schlewig-Holstein
Siebeneichen;21514;Schlewig-Holstein
Siebenlehn;9634;Sachsen
Siebigerode;6308;Sachsen-Anhalt
Siedenbollentin;17089;Mecklenburg-Vorpommern
Siedenbrünzow;17111;Mecklenburg-Vorpommern
Siedenburg;27254;Niedersachsen
Siedenheide;17252;Mecklenburg-Vorpommern
Siedenlangenbeck;29416;Sachsen-Anhalt
Siedlung Bergheide;14552;Brandenburg
Siefersheim;55599;Rheinland-Pfalz
Siegadel;15913;Brandenburg
Siegbach;35768;Hessen
Siegburg;53721;Nordrhein-Westfalen
Siegelhausen;71563;Baden-Württemberg
Siegelsbach;74936;Baden-Württemberg
Siegen;57072;Nordrhein-Westfalen
Siegen;57074;Nordrhein-Westfalen
Siegen;57076;Nordrhein-Westfalen
Siegen;57078;Nordrhein-Westfalen
Siegen;57080;Nordrhein-Westfalen
Siegenburg;93354;Bayern
Siegmundsburg;98749;Thüringen
Siegsdorf;83313;Bayern
Siek;22962;Schlewig-Holstein
Sielbek;23611;Schlewig-Holstein
Sielenbach;86577;Bayern
Siemerode;37308;Thüringen
Sien;55758;Rheinland-Pfalz
Sienhachenbach;55758;Rheinland-Pfalz
Sierksdorf;23730;Schlewig-Holstein
Sierksrade;23847;Schlewig-Holstein
Sierscheid;53520;Rheinland-Pfalz
Siershahn;56427;Rheinland-Pfalz
Siersleben;6308;Sachsen-Anhalt
Siesbach;55767;Rheinland-Pfalz
Siestedt;39356;Sachsen-Anhalt
Siethen;14974;Brandenburg
Sietow;17209;Mecklenburg-Vorpommern
Sietzing;15324;Brandenburg
Sietzsch;6188;Sachsen-Anhalt
Sieversdorf;15236;Brandenburg
Sieversdorf;16845;Brandenburg
Sievershagen;23936;Mecklenburg-Vorpommern
Sievershütten;24641;Schlewig-Holstein
Sieverstedt;24885;Schlewig-Holstein
Siewisch;3116;Brandenburg
Siezbüttel;25560;Schlewig-Holstein
Siggelkow;19376;Mecklenburg-Vorpommern
Sigmaringen;72488;Baden-Württemberg
Sigmaringendorf;72517;Baden-Württemberg
Sigmarszell;88138;Bayern
Sigrön;19336;Brandenburg
Silberfeld;7937;Thüringen
Silberhälden;71732;Baden-Württemberg
Silberhaus;95615;Bayern
Silberhausen;37351;Thüringen
Silberstedt;24887;Schlewig-Holstein
Silberstraße;8121;Sachsen
Silbertal;67157;Rheinland-Pfalz
Silbitz;7613;Thüringen
Silkerode;37345;Thüringen
Silz;17214;Mecklenburg-Vorpommern
Silz;76857;Rheinland-Pfalz
Silzen;25551;Schlewig-Holstein
Simbach;84359;Bayern
Simbach;94436;Bayern
Simmelsdorf;91245;Bayern
Simmerath;52152;Nordrhein-Westfalen
Simmern;55469;Rheinland-Pfalz
Simmern;56337;Rheinland-Pfalz
Simmersdorf;3149;Brandenburg
Simmersfeld;72226;Baden-Württemberg
Simmershofen;97215;Bayern
Simmertal;55618;Rheinland-Pfalz
Simmozheim;75397;Baden-Württemberg
Simonsberg;25813;Schlewig-Holstein
Simonshagen;19348;Brandenburg
Simonshof;19357;Brandenburg
Simonshof;67806;Rheinland-Pfalz
Simonswald;79263;Baden-Württemberg
Sindelfingen;71063;Baden-Württemberg
Sindelfingen;71065;Baden-Württemberg
Sindelfingen;71067;Baden-Württemberg
Sindelfingen;71069;Baden-Württemberg
Sindelsdorf;82404;Bayern
Singen;78224;Baden-Württemberg
Singen;99326;Thüringen
Singhofen;56379;Rheinland-Pfalz
Sinn;35764;Hessen
Sinntal;36391;Hessen
Sinsheim;74889;Baden-Württemberg
Sinspelt;54675;Rheinland-Pfalz
Sinzendorf;93449;Bayern
Sinzheim;76547;Baden-Württemberg
Sinzig;53489;Rheinland-Pfalz
Sinzing;93161;Bayern
Sippersfeld;67729;Rheinland-Pfalz
Sipplingen;78354;Baden-Württemberg
Siptenfelde;6507;Sachsen-Anhalt
Sirksfelde;23898;Schlewig-Holstein
Sittensen;27419;Niedersachsen
Sitters;67823;Rheinland-Pfalz
Sitzendorf;7429;Thüringen
Sixenhof;73563;Baden-Württemberg
Skäßchen;1561;Sachsen
Skaup;1561;Sachsen
Skoplau;4680;Sachsen
Söchtenau;83139;Bayern
Soderstorf;21388;Niedersachsen
Soest;59494;Nordrhein-Westfalen
Sögel;49751;Niedersachsen
Sohl;56588;Rheinland-Pfalz
Sohland;2689;Sachsen
Sohland;2894;Sachsen
Söhlde;31185;Niedersachsen
Sohnstedt;99198;Thüringen
Sohren;55487;Rheinland-Pfalz
Söhren;23909;Schlewig-Holstein
Söhrewald;34320;Hessen
Sohrschied;55487;Rheinland-Pfalz
Sölden;79294;Baden-Württemberg
Söldenham;94565;Bayern
Solikante;15324;Brandenburg
Solingen;42651;Nordrhein-Westfalen
Solingen;42653;Nordrhein-Westfalen
Solingen;42655;Nordrhein-Westfalen
Solingen;42657;Nordrhein-Westfalen
Solingen;42659;Nordrhein-Westfalen
Solingen;42697;Nordrhein-Westfalen
Solingen;42699;Nordrhein-Westfalen
Solingen;42719;Nordrhein-Westfalen
Solkwitz;7381;Thüringen
Söllenthin;19339;Brandenburg
Sollerup;24852;Schlewig-Holstein
Söllichau;6774;Sachsen-Anhalt
Söllingen;38387;Niedersachsen
Sollstedt;99759;Thüringen
Sollstedt;99976;Thüringen
Sollwitt;25884;Schlewig-Holstein
Solms;35606;Hessen
Solnhofen;91807;Bayern
Solpke;39638;Sachsen-Anhalt
Solsdorf;7422;Thüringen
Soltau;29614;Niedersachsen
Soltendieck;29594;Niedersachsen
Soltow;19273;Mecklenburg-Vorpommern
Sommerach;97334;Bayern
Sommerau;54317;Rheinland-Pfalz
Sömmerda;99610;Thüringen
Sommerfeld;16766;Brandenburg
Sommerhausen;97286;Bayern
Sommerkahl;63825;Bayern
Sommerland;25358;Schlewig-Holstein
Sommerloch;55595;Rheinland-Pfalz
Sommersdorf;17111;Mecklenburg-Vorpommern
Sommersdorf;17328;Mecklenburg-Vorpommern
Sommersdorf;39365;Sachsen-Anhalt
Sonderhof;87782;Bayern
Sonderhofen;97255;Bayern
Sondershausen;99706;Thüringen
Sondheim;97647;Bayern
Sonneberg;96515;Thüringen
Sonneborn;99869;Thüringen
Sönnebüll;25821;Schlewig-Holstein
Sonnefeld;96242;Bayern
Sonnen;94164;Bayern
Sonnenberg;16775;Brandenburg
Sonnenberg-Winnenberg;55767;Rheinland-Pfalz
Sonnenbühl;72820;Baden-Württemberg
Sonnenhof;70378;Baden-Württemberg
Sonnenreuth;83739;Bayern
Sonnewalde;3249;Brandenburg
Sonnschied;55758;Rheinland-Pfalz
Sonsbeck;47665;Nordrhein-Westfalen
Sontheim;87776;Bayern
Sontheim;89567;Baden-Württemberg
Sonthofen;87527;Bayern
Sontra;36205;Hessen
Sophienhamm;24806;Schlewig-Holstein
Sophienholz;18239;Mecklenburg-Vorpommern
Sophienstädt;16348;Brandenburg
Sophienthal;15324;Brandenburg
Sophienthal;98646;Thüringen
Sören;24241;Schlewig-Holstein
Sorgbrück;24806;Schlewig-Holstein
Sorge;38875;Sachsen-Anhalt
Sörgenloch;55270;Rheinland-Pfalz
Sornzig-Ablaß;4769;Sachsen
Sörth;57636;Rheinland-Pfalz
Sörup;24966;Schlewig-Holstein
Sosa;8326;Sachsen
Sosberg;56858;Rheinland-Pfalz
Sössen;6686;Sachsen-Anhalt
Sotterhausen;6528;Sachsen-Anhalt
Sottrum;27367;Niedersachsen
Soyen;83564;Bayern
Spaatz;14715;Brandenburg
Spabrücken;55595;Rheinland-Pfalz
Spahl;36419;Thüringen
Spahnharrenstätte;49751;Niedersachsen
Spaichingen;78549;Baden-Württemberg
Spall;55595;Rheinland-Pfalz
Spalt;91174;Bayern
Spaltenhof;25813;Schlewig-Holstein
Spangdahlem;54529;Rheinland-Pfalz
Spangenberg;34286;Hessen
Spantekow;17392;Mecklenburg-Vorpommern
Spardorf;91080;Bayern
Sparneck;95234;Bayern
Spatzenhausen;82447;Bayern
Spay;56322;Rheinland-Pfalz
Spechbach;74937;Baden-Württemberg
Spechtsbrunn;98743;Thüringen
Speicher;54662;Rheinland-Pfalz
Speichersdorf;95469;Bayern
Speichrow;15848;Brandenburg
Speinshart;92676;Bayern
Spelle;48480;Niedersachsen
Spenge;32139;Nordrhein-Westfalen
Sperenberg;15838;Brandenburg
Spergau;6237;Sachsen-Anhalt
Sperrhof;73489;Baden-Württemberg
Spesenroth;56288;Rheinland-Pfalz
Spessart;56746;Rheinland-Pfalz
Speyer;67346;Rheinland-Pfalz
Spickendorf;6188;Sachsen-Anhalt
Spiegelau;94518;Bayern
Spiegelberg;71579;Baden-Württemberg
Spiegelhagen;19348;Brandenburg
Spiekeroog;26474;Niedersachsen
Spielberg;6628;Sachsen-Anhalt
Spielberg;85655;Bayern
Spielmannsholz;54619;Rheinland-Pfalz
Spiesen-Elversberg;66583;Saarland
Spiesheim;55288;Rheinland-Pfalz
Spirkelbach;76848;Rheinland-Pfalz
Spitalhaus;93149;Bayern
Spittenreut;83364;Bayern
Spittersberg;83552;Bayern
Spitzau Gem Attenhofen;84076;Bayern
Spitzkunnersdorf;2794;Sachsen
Splietsdorf;18513;Mecklenburg-Vorpommern
Sponheim;55595;Rheinland-Pfalz
Sponholz;17039;Mecklenburg-Vorpommern
Spora;6724;Sachsen-Anhalt
Spören;6780;Sachsen-Anhalt
Spornitz;19372;Mecklenburg-Vorpommern
Spraitbach;73565;Baden-Württemberg
Sprakebüll;25917;Schlewig-Holstein
Sprakensehl;29365;Niedersachsen
Spree;2923;Sachsen
Spreeau;15528;Brandenburg
Spreenhagen;15528;Brandenburg
Spreetal;2979;Sachsen
Spreewitz;2979;Sachsen
Spreiterhof;67806;Rheinland-Pfalz
Spremberg;3130;Brandenburg
Sprendlingen;55576;Rheinland-Pfalz
Spring;14827;Brandenburg
Springe;31832;Niedersachsen
Springhoe;25551;Schlewig-Holstein
Springstille;98587;Thüringen
Sprink;54558;Rheinland-Pfalz
Spritzenmühle;63928;Baden-Württemberg
Sprockhövel;45549;Nordrhein-Westfalen
Sprötau;99610;Thüringen
Sprotta;4838;Sachsen
Sprung;83364;Bayern
Sputendorf;14532;Brandenburg
St Alban;67813;Rheinland-Pfalz
St Gangloff;7629;Thüringen
St Georgen;83368;Bayern
St Johann;55578;Rheinland-Pfalz
St Katharinen;53562;Rheinland-Pfalz
St Leonhard;83329;Bayern
St Martin;67487;Rheinland-Pfalz
St Oswald;94568;Bayern
St Ottilien;86941;Bayern
St. Andreasberg;37444;Niedersachsen
St. Annen;25776;Schlewig-Holstein
St. Bernhard;98660;Thüringen
St. Blasien;79837;Baden-Württemberg
St. Egidien;9356;Sachsen
St. Georgen;78112;Baden-Württemberg
St. Goar;56329;Rheinland-Pfalz
St. Goarshausen;56346;Rheinland-Pfalz
St. Ingbert;66386;Saarland
St. Johann;72813;Baden-Württemberg
St. Kilian;98553;Thüringen
St. Leon-Rot;68789;Baden-Württemberg
St. Märgen;79274;Baden-Württemberg
St. Michaelisdonn;25693;Schlewig-Holstein
St. Peter;79271;Baden-Württemberg
St. Wendel;66606;Saarland
Staakow;15910;Brandenburg
Staats;39599;Sachsen-Anhalt
Stäbelow;18198;Mecklenburg-Vorpommern
Staben;18317;Mecklenburg-Vorpommern
Stabhammer;8309;Sachsen
Stackelitz;6862;Sachsen-Anhalt
Stade;21680;Niedersachsen
Stade;21682;Niedersachsen
Stade;21683;Niedersachsen
Stade;21684;Niedersachsen
Stadecken-Elsheim;55271;Rheinland-Pfalz
Stadelhofen;96187;Bayern
Stadensen;29596;Niedersachsen
Stadl;83364;Bayern
Stadland;26935;Niedersachsen
Stadland;26936;Niedersachsen
Stadland;26937;Niedersachsen
Stadlern;92549;Bayern
Stadt Wehlen;1829;Sachsen
Stadtallendorf;35260;Hessen
Stadtbek Gem Bosau;24326;Schlewig-Holstein
Stadtbek Gem Seedorf;24326;Schlewig-Holstein
Stadtbekermühle;24326;Schlewig-Holstein
Stadtbergen;86391;Bayern
Stadthagen;31655;Niedersachsen
Stadtilm;99326;Thüringen
Stadtkyll;54589;Rheinland-Pfalz
Stadtlauringen;97488;Bayern
Stadtlengsfeld;36457;Thüringen
Stadtlohn;48703;Nordrhein-Westfalen
Stadtoldendorf;37627;Niedersachsen
Stadtprozelten;97909;Bayern
Stadtroda;7646;Thüringen
Stadtsteinach;95346;Bayern
Stadum;25917;Schlewig-Holstein
Staffelde;16766;Brandenburg
Staffelde;39596;Sachsen-Anhalt
Staffhorst;27254;Niedersachsen
Stafstedt;24816;Schlewig-Holstein
Stahlberg;67808;Rheinland-Pfalz
Stahlhofen;56412;Rheinland-Pfalz
Stahlhofen;56459;Rheinland-Pfalz
Stahlhütte;53533;Rheinland-Pfalz
Stahna;1623;Sachsen
Stahnsdorf;14532;Brandenburg
Staig;89195;Baden-Württemberg
Staitz;7950;Thüringen
Stakendorf;24217;Schlewig-Holstein
Stalförden;49696;Niedersachsen
Stallwang;94375;Bayern
Stammbach;95236;Bayern
Stammham;84533;Bayern
Stammham;85134;Bayern
Stampfl;83546;Bayern
Stamsried;93491;Bayern
Stanau;7806;Thüringen
Ständehof;66981;Rheinland-Pfalz
Standenbühl;67816;Rheinland-Pfalz
Standorf;97990;Baden-Württemberg
